height_cm,weight_kg,body fat_%,sit-ups counts,broad jump_cm
154.6,50.2,21.9,59.0,192.0
155.5,57.7,35.5,13.0,95.0
156.2,64.5,33.6,21.0,171.0
180.2,93.9,28.4,48.0,191.0
166.2,47.2,19.8,45.0,153.0
151.4,55.7,32.6,32.0,140.0
162.2,51.8,28.0,24.0,155.0
179.1,71.9,15.3482,54.0,242.0
165.7,52.5,19.7,48.0,177.0
164.9,62.6,26.1,16.0,144.0
173.4,82.5,21.0,56.0,231.0
175.2,71.8,15.5,47.0,205.0
177.6,72.5,20.0,53.0,225.0
179.2,79.8,24.8,56.0,227.0
166.7,59.1,26.9,31.0,153.0
164.2,77.0,28.1,20.0,165.0
172.7,86.2,27.4,56.0,225.0
166.7,55.9,28.5,19.0,181.0
167.2,75.5,20.9,55.0,182.0
165.8,62.5,33.0,30.0,183.0
162.3,65.2,28.7,32.0,163.0
162.0,52.6,19.3,38.0,158.0
156.5,47.6,30.7,32.0,153.0
181.8,92.44,23.3,48.0,237.0
170.1,66.8,20.0,45.0,218.0
178.8,72.8,16.8,55.0,170.0
167.2,67.7,31.4,26.0,187.0
183.2,83.8,19.3,37.0,219.0
159.7,60.0,26.7,37.0,188.0
165.3,66.8,22.3,35.0,174.0
167.2,73.0,20.8,24.0,152.0
172.6,71.9,19.5,55.0,223.0
171.0,58.8,26.6,39.0,170.0
156.2,49.6,34.8,20.0,150.0
157.8,59.8,40.3,38.0,150.0
162.2,57.4,24.2,38.0,147.0
171.4,70.94,21.8,54.0,197.0
172.5,70.9,17.4,49.0,215.0
170.5,56.14,14.1,56.0,217.0
172.2,71.28,22.8,54.0,226.0
150.6,49.0,32.5,18.0,152.0
160.0,52.7,18.1,43.0,163.0
168.1,76.8,23.6,46.0,211.0
165.8,82.5,42.7,15.0,97.0
162.7,47.9,18.8,47.0,187.0
166.9,75.54,34.0,41.0,164.0
178.6,83.3,24.3,34.0,206.0
149.9,48.4,31.2,42.0,162.0
173.3,66.0,16.5,44.0,227.0
174.2,77.1,18.3,33.0,218.0
176.3,78.6,18.6,27.0,166.0
177.1,62.1,14.4,48.0,228.0
178.8,84.9,24.3,40.0,160.0
180.4,82.8,22.5,48.0,222.0
177.5,79.2,26.6,46.0,209.0
181.8,79.4,19.3,45.0,211.0
175.1,59.8,27.0,40.0,200.0
170.8,74.1,20.0,48.0,255.0
170.0,70.0,30.0,30.0,250.0
173.7,75.7,18.6,48.0,175.0
168.1,53.9,18.2,46.0,185.0
161.2,61.0,26.4,47.0,194.0
165.4,61.0,32.1,24.0,170.0
177.2,75.4,16.0,56.0,252.0
172.1,70.0,17.8,47.0,222.0
182.0,77.2,19.0,56.0,234.0
191.4,81.3,14.9,43.0,230.0
162.9,68.8,37.3,19.0,102.0
167.2,71.1,27.6,28.0,196.0
171.0,61.0,10.7,49.0,234.0
175.8,60.3,21.3,54.0,151.0
156.5,54.4,27.3,19.0,161.0
179.6,80.8,14.3,56.0,258.0
167.1,59.2,22.4,40.0,180.0
164.7,72.1,34.3,22.0,137.0
171.7,71.6,15.2,46.0,192.0
161.7,59.7,31.2,15.0,181.0
173.4,61.8,16.1,57.0,278.0
178.8,80.8,20.5,42.0,222.0
173.9,74.8,21.1,33.0,218.0
183.6,83.7,17.2,52.0,226.0
172.3,71.0,20.2,40.0,207.0
171.0,75.8,25.2,33.0,201.0
163.9,57.8,15.0,41.0,221.0
171.0,75.3,23.6,30.0,140.0
178.2,75.7,17.2,57.0,226.0
172.6,75.1,37.0,44.0,197.0
182.3,82.4,18.3,43.0,249.0
154.5,47.4,27.0,28.0,185.0
164.0,59.4,21.8,35.0,165.0
172.8,71.3,22.9,47.0,188.0
156.1,50.0,18.8,49.0,194.0
172.9,64.0,13.8,58.0,237.0
169.6,69.6,28.75584,43.0,202.0
168.8,63.9,26.0,49.0,215.0
164.5,54.02,24.7,45.0,176.0
177.6,80.8,22.6,44.0,234.0
171.5,73.0,28.9,26.0,204.0
167.7,67.9,22.1,47.0,225.0
168.9,73.1,28.1,36.0,233.0
172.2,69.5,21.1,34.0,193.0
169.3,71.1,20.0,52.0,223.0
178.3,80.8,19.9,54.0,201.0
163.5,58.1,22.6,35.0,146.0
171.4,87.7,31.7,33.0,195.0
158.7,55.8,32.4,30.0,160.0
163.8,70.6,25.3,37.0,198.0
166.9,67.8,27.2,24.0,186.0
160.2,59.82,27.0,52.0,185.0
171.7,78.0,24.2,62.0,245.0
176.9,77.0,16.4,51.0,218.0
154.0,57.08,34.0,37.0,151.0
186.1,79.7,26.3,27.0,117.0
176.5,80.66,16.5,51.0,240.0
171.7,72.3,25.3,50.0,230.0
171.6,78.7,23.8,47.0,182.0
171.0,76.4,22.6,36.0,195.0
166.6,56.0,17.1,23.0,153.0
175.7,74.3,19.8,44.0,235.0
151.9,54.3,27.6,13.0,132.0
176.5,71.4,14.3,52.0,280.0
159.2,53.3,30.9,23.0,114.0
150.0,55.7,34.1,18.0,120.0
171.4,68.1,26.6,46.0,202.0
175.2,79.0,20.8,57.0,240.0
168.2,58.4,15.4,34.0,190.0
158.8,61.3,32.7,13.0,120.0
166.9,52.5,17.2,47.0,237.0
169.4,73.8,24.5,23.0,196.0
172.6,68.9,17.3,52.0,226.0
181.3,60.7,14.5,56.0,260.0
153.9,59.5,23.4,37.0,162.0
160.3,47.64,20.9,33.0,175.0
169.5,61.6,12.4,64.0,200.0
172.0,76.3,32.8,20.0,100.0
169.2,75.6,20.7,49.0,214.0
161.3,72.6,33.6,37.0,148.0
170.7,73.6,23.6,38.0,193.0
171.0,67.3,31.8,49.0,169.0
181.8,82.56,23.9,49.0,200.0
155.1,52.8,28.3,46.0,203.0
166.2,68.1,21.0,52.0,217.0
168.9,66.96,25.2,45.0,201.0
164.1,67.0,36.5,2.0,87.0
169.2,66.5,29.2,40.0,176.0
177.9,91.1,21.1,58.0,220.0
167.9,75.94,24.9,43.0,218.0
177.6,76.5,6.6,63.0,248.0
166.7,67.3,23.2,62.0,215.0
160.7,59.7,17.2,51.0,206.0
172.6,64.0,19.0,39.0,199.0
162.7,75.3,21.8,65.0,240.0
157.8,51.7,25.2,50.0,187.0
178.5,66.7,14.9,51.0,240.0
164.6,60.5,28.1,36.0,151.0
167.6,68.22,22.6,43.0,211.0
160.6,49.9,26.8,27.0,150.0
170.1,81.6,19.2,58.0,194.0
177.8,61.7,12.0,44.0,227.0
161.8,69.3,49.3,21.0,101.0
163.0,52.7,31.4,29.0,142.0
172.4,86.8,28.8,34.0,183.0
171.7,85.0,29.6,44.0,197.0
155.4,49.6,29.0,26.0,110.0
180.0,78.6,26.6,52.0,181.0
171.1,68.1,18.5,53.0,232.0
170.4,66.72,12.8,36.0,193.0
155.1,53.0,22.3,55.0,225.0
152.4,52.2,30.9,11.0,197.0
169.4,60.3,11.0,61.0,285.0
169.0,64.5,10.6,60.0,234.0
169.0,73.8,17.7,63.0,236.0
175.6,64.3,17.1,46.0,236.0
152.7,50.1,24.5,23.0,132.0
170.7,70.7,15.7,59.0,240.0
162.2,55.3,24.9,46.0,207.0
173.6,88.4,28.8,33.0,190.0
178.8,87.1,27.9,50.0,198.0
170.1,69.6,23.4,53.0,200.0
159.4,52.6,25.9,31.0,162.0
157.0,56.1,28.8,39.0,162.0
176.0,76.3,16.5,54.0,200.0
161.3,58.4,28.9,34.0,166.0
173.8,97.6,31.0,43.0,220.0
178.5,95.4,26.0,53.0,185.0
172.6,78.26,30.7,28.0,199.0
172.0,77.3,21.0,41.0,186.0
187.5,108.1,27.0,42.0,220.0
171.5,62.2,13.3,56.0,252.0
176.0,66.6,12.4,51.0,253.0
173.7,71.0,17.5,60.0,201.0
171.7,57.7,21.5,40.0,194.0
174.0,70.3,16.4,56.0,247.0
179.0,87.1,23.4,63.0,236.0
173.3,78.3,24.2,36.0,190.0
181.1,64.7,8.6,56.0,235.0
167.0,64.0,17.3,49.0,233.0
171.0,77.4,22.0,49.0,223.0
181.7,84.7,24.7,46.0,223.0
179.3,69.2,19.8,23.0,220.0
166.8,70.3,17.8,60.0,234.0
171.0,62.7,16.0,32.0,176.0
171.4,75.2,22.1,39.0,197.0
163.2,53.8,23.3,41.0,201.0
160.4,63.1,16.7,49.0,273.0
173.0,74.12,23.7,45.0,200.0
171.8,71.7,19.8,63.0,227.0
177.5,79.1,16.2,48.0,244.0
177.1,69.3,15.9,63.0,244.0
189.3,87.0,15.4,51.0,250.0
163.2,70.2,31.8,47.0,165.0
171.6,67.1,13.9,53.0,222.0
163.1,51.5,23.6,36.0,182.0
168.3,58.0,22.9,52.0,190.0
181.2,75.94,19.2,54.0,238.0
167.0,58.1,27.4,19.0,142.0
175.5,79.9,15.4,46.0,250.0
172.2,88.96,25.5,58.0,196.0
163.0,74.4,19.1,64.0,245.0
166.6,61.0,32.6,29.0,154.0
170.2,59.9,17.8,50.0,225.0
177.1,80.6,20.7,50.0,229.0
172.2,69.4,14.1,59.0,235.0
159.1,64.0,38.9,0.0,117.0
178.0,116.3,36.0,31.0,179.0
179.7,67.98,14.8,50.0,240.0
166.9,65.6,12.7,44.0,230.0
151.4,47.0,21.5,52.0,173.0
153.0,54.6,31.3,20.0,171.0
171.0,82.0,27.0,38.0,205.0
174.9,84.0,19.4,73.0,222.0
152.3,48.2,25.4,26.0,136.0
152.3,51.7,36.5,24.0,133.0
166.6,51.98,20.2,34.0,166.0
164.2,56.9,26.7,31.0,156.0
157.5,46.2,23.6,23.0,142.0
163.9,53.68,15.9,56.0,162.0
179.8,83.0,16.9,46.0,220.0
177.0,82.9,32.1,51.0,228.0
178.6,83.9,17.9,43.0,243.0
167.2,72.1,27.3,44.0,170.0
171.3,77.9,22.8,45.0,205.0
175.0,66.4,16.5,54.0,248.0
167.4,63.2,16.4,31.0,185.0
162.5,49.5,24.1,22.0,135.0
170.0,50.3,13.9,39.0,225.0
160.0,76.9,50.3,0.0,0.0
165.9,66.1,22.8,47.0,228.0
179.1,83.5,28.9,38.0,205.0
173.1,78.5,20.6,47.0,216.0
167.4,63.2,25.0,43.0,181.0
175.6,73.1,17.6,50.0,239.0
169.6,67.9,19.3,50.0,213.0
178.2,74.9,23.8,46.0,191.0
167.9,61.5,12.2,60.0,256.0
160.6,53.82,22.5,31.0,132.0
172.1,74.6,25.1,51.0,195.0
175.6,84.8,24.4,34.0,229.0
148.3,66.56,42.4,18.0,152.0
174.0,67.7,19.5,67.0,255.0
170.4,74.3,19.5,54.0,194.0
179.0,78.4,20.8,35.0,181.0
176.6,70.1,11.7,54.0,262.0
155.4,59.6,30.5,25.0,137.0
163.5,60.32,33.4,35.0,161.0
180.0,76.7,20.1,45.0,242.0
165.4,65.6,35.4,22.0,120.0
169.2,64.2,15.8,34.0,186.0
174.7,75.2,21.2,46.0,211.0
166.3,52.2,24.9,32.0,178.0
168.3,58.1,17.9,32.0,138.0
165.8,76.9,28.2,24.0,180.0
178.0,65.9,15.6,30.0,186.0
165.0,50.8,31.0,6.0,133.0
156.8,54.2,32.3,55.0,162.0
179.2,88.1,24.4,22.0,177.0
177.1,71.96,11.4,55.0,204.0
165.8,72.8,17.3,53.0,224.0
180.1,94.1,36.6,23.0,177.0
153.9,43.8,23.2,19.0,138.0
175.6,74.5,22.5,37.0,235.0
164.2,66.6,30.2,39.0,178.0
175.1,71.7,19.7,41.0,206.0
179.0,96.9,24.0,59.0,180.0
174.5,79.7,22.8,59.0,214.0
161.3,54.3,22.2,37.0,180.0
168.1,69.0,21.5,40.0,183.0
169.8,67.4,22.9,35.0,191.0
177.5,69.7,12.5,47.0,216.0
152.1,44.3,19.4,35.0,161.0
172.5,80.8,19.9,55.0,212.0
157.1,55.0,28.1,35.0,149.0
162.3,54.7,26.4,42.0,195.0
163.4,68.1,23.8,33.0,187.0
160.5,47.7,21.1,47.0,162.0
153.8,53.7,34.2,28.0,143.0
170.5,72.1,19.5,33.0,208.0
170.9,71.1,12.9,57.0,249.0
163.3,60.2,33.4,25.0,165.0
184.5,76.9,12.9,53.0,255.0
177.8,72.5,18.7,55.0,239.0
178.7,79.5,23.1,30.0,196.0
170.8,71.9,17.2,60.0,235.0
161.4,60.4,30.5,19.0,126.0
155.5,64.4,34.8,43.0,174.0
177.4,65.6,13.2,26.0,193.0
161.2,46.8,19.8,10.0,138.0
170.2,63.9,13.1,56.0,228.0
164.8,58.8,25.8,30.0,162.0
167.1,62.2,19.7,56.0,234.0
176.3,85.3,27.1,46.0,213.0
177.1,75.7,12.4,53.0,246.0
162.8,60.5,29.7,38.0,179.0
189.1,117.4,37.1,25.0,179.0
174.9,73.2,17.6,36.0,211.0
154.4,48.2,29.6,30.0,160.0
177.0,76.7,16.1,40.0,236.0
178.1,70.9,17.2,33.0,235.0
167.1,76.92,25.6,41.0,217.0
167.0,73.1,24.8,45.0,227.0
170.9,57.1,9.9,49.0,226.0
173.4,82.5,22.7,59.0,228.0
156.0,64.4,35.1,18.0,150.0
164.1,60.2,33.7,51.0,178.0
170.0,63.6,12.0,62.0,233.0
181.2,85.2,23.3,41.0,205.0
165.5,72.5,38.4,12.0,134.0
152.7,59.8,29.5,12.0,134.0
175.1,71.5,26.6,49.0,224.0
156.0,63.3,37.6,20.0,162.0
170.2,85.4,21.3,42.0,225.0
184.1,72.98,17.7,41.0,247.0
158.3,51.3,29.8,30.0,135.0
167.2,70.7,15.6,69.0,272.0
159.9,53.1,25.9,39.0,122.0
165.4,59.1,21.9,42.0,151.0
162.9,57.9,31.0,41.0,159.0
165.6,62.6,23.3,26.0,168.0
187.3,90.3,23.1,27.0,220.0
169.1,78.0,16.5,57.0,241.0
172.9,69.5,25.9,38.0,208.0
178.8,73.5,12.2,49.0,253.0
175.3,73.4,19.5,45.0,232.0
164.3,57.2,7.4,69.0,228.0
159.4,52.4,24.7,27.0,143.0
179.8,70.3,8.4,45.0,190.0
162.5,46.7,18.4,26.0,145.0
178.4,76.8,15.3,54.0,236.0
158.4,54.34,29.5,37.0,169.0
173.4,67.6,28.3,25.0,195.0
171.6,66.1,23.3,19.0,205.0
183.0,90.7,26.5,47.0,217.0
175.1,68.7,17.2,52.0,241.0
160.2,52.8,27.5,44.0,186.0
170.7,65.8,15.2,44.0,242.0
181.5,82.5,19.5,58.0,244.0
159.4,57.6,28.3,26.0,156.0
166.3,63.72,22.6,39.0,186.0
158.9,56.7,22.0,52.0,174.0
170.6,62.8,32.8,21.0,172.0
171.8,65.2,25.3,51.0,152.0
173.7,72.5,17.4,55.0,231.0
166.5,63.5,19.0,52.0,210.0
156.4,39.8,14.3,26.0,160.0
158.3,58.8,28.3,19.0,137.0
156.2,64.5,32.6,25.0,143.0
169.4,62.4,13.6,54.0,197.0
183.2,80.3,19.6,62.0,220.0
180.8,87.2,19.1,61.0,241.0
182.9,97.4,19.7,44.0,200.0
161.2,54.4,22.4,42.0,159.0
168.4,74.1,12.0,34.0,185.0
157.6,54.5,28.5,44.0,162.0
167.1,62.9,19.2,36.0,221.0
167.0,78.9,24.1,43.0,219.0
173.8,70.9,19.7,36.0,207.0
185.3,82.7,19.0,40.0,220.0
163.2,72.3,27.3,31.0,195.0
163.9,53.7,22.9,52.0,193.0
176.3,83.5,29.3,57.0,232.0
170.3,63.2,21.5,43.0,230.0
166.2,75.0,28.7,35.0,181.0
158.5,79.7,38.6,19.0,137.0
175.3,82.8,23.0,62.0,205.0
163.6,54.9,29.3,30.0,177.0
162.9,51.3,21.7,38.0,167.0
163.3,66.62,36.6,19.0,137.0
160.7,74.1,31.8,26.0,154.0
167.2,79.2,28.5,38.0,181.0
171.1,76.4,24.4,30.0,160.0
156.0,55.1,16.8,30.0,166.0
152.1,66.7,39.8,4.0,117.0
152.1,46.1,25.5,24.0,127.0
184.1,64.3,9.9,52.0,222.0
170.6,66.0,21.2,52.0,236.0
154.0,61.9,33.5,14.0,145.0
173.3,77.4,17.3,58.0,261.0
173.4,68.8,16.2,57.0,231.0
163.5,56.7,30.1,8.0,120.0
154.9,67.3,39.5,20.0,153.0
169.0,68.6,28.3,51.0,190.0
187.8,93.7,16.1,51.0,232.0
156.6,60.6,29.7,20.0,128.0
160.5,54.4,26.9,11.0,144.0
175.4,61.7,7.6,48.0,242.0
174.0,71.4,15.2,46.0,229.0
157.4,57.4,27.7,32.0,174.0
174.1,61.0,10.9,51.0,248.0
162.4,49.2,21.3,41.0,186.0
169.5,66.48,23.9,36.0,202.0
172.9,80.5,22.9,44.0,232.0
158.5,64.8,34.1,23.0,135.0
165.9,63.6,18.3,46.0,211.0
172.2,71.9,23.0,46.0,211.0
151.9,58.6,39.2,19.0,149.0
173.2,76.7,17.3,51.0,213.0
173.4,70.0,22.5,39.0,228.0
172.5,63.6,14.9,45.0,256.0
176.6,55.0,4.9,43.0,244.0
163.8,55.1,26.8,0.0,149.0
176.7,74.0,24.6,48.0,238.0
175.6,76.4,30.8,57.0,205.0
165.3,53.3,20.0,36.0,171.0
155.7,59.0,29.7,30.0,150.0
165.5,56.7,28.0,31.0,161.0
177.2,76.7,20.8,45.0,232.0
175.5,79.8,31.1,40.0,171.0
172.9,71.4,14.4,58.0,260.0
174.6,72.4,19.6,42.0,200.0
170.0,80.2,37.6,29.0,151.0
163.0,56.0,28.6,25.0,124.0
157.9,50.8,30.7,30.0,125.0
153.7,53.3,30.3,1.0,35.0
165.6,64.1,21.7,57.0,203.0
159.5,55.2,31.5,16.0,119.0
166.9,68.2,24.4,50.0,198.0
170.1,66.2,15.3,52.0,228.0
171.2,65.1,9.7,63.0,228.0
180.1,75.3,15.0,59.0,237.0
167.3,77.5,23.5,35.0,185.0
180.8,78.4,21.7,32.0,183.0
163.5,60.6,26.9,25.0,117.0
164.8,53.5,22.4,38.0,163.0
170.8,74.7,24.6,38.0,187.0
172.7,65.3,19.9,57.0,135.0
175.9,71.3,23.4,46.0,221.0
172.3,82.5,17.3,58.0,227.0
166.3,51.1,20.8,27.0,153.0
167.7,67.6,14.8,61.0,220.0
174.4,68.6,12.3,56.0,234.0
158.0,62.3,33.8,13.0,86.0
182.4,76.1,22.2,46.0,226.0
171.6,66.3,20.5,46.0,204.0
171.4,76.8,25.1,41.0,217.0
165.9,65.2,19.6,50.0,204.0
159.4,44.3,9.4,38.0,154.0
172.7,72.5,17.5,36.0,206.0
162.8,70.8,33.1,27.0,174.0
153.0,57.6,34.7,35.0,139.0
162.4,57.4,23.3,34.0,163.0
170.8,86.9,29.4,48.0,199.0
157.2,60.4,36.2,16.0,132.0
161.1,55.7,33.0,37.0,170.0
174.9,75.2,14.5,62.0,234.0
155.4,51.02,27.9,15.0,119.0
158.9,56.5,32.4,50.0,130.0
159.6,52.9,25.8,41.0,170.0
167.0,69.2,36.0,17.0,135.0
156.3,52.3,34.3,27.0,148.0
176.5,69.88,17.0,50.0,220.0
174.9,90.9,36.0,41.0,183.0
171.5,72.3,30.4,45.0,189.0
178.5,95.4,21.7,52.0,224.0
172.0,68.8,19.4,58.0,259.0
165.8,68.9,18.9,45.0,203.0
181.0,73.14,13.5,61.0,239.0
166.3,53.8,22.9,55.0,168.0
175.0,70.5,15.8,49.0,230.0
167.2,71.2,20.2,43.0,171.0
153.4,51.1,23.9,39.0,179.0
182.0,81.7,13.9,68.0,260.0
167.8,52.8,24.4,30.0,166.0
179.0,82.6,20.8,59.0,235.0
179.0,69.26,31.8,28.0,164.0
162.5,50.0,32.6,17.0,145.0
163.6,60.1,20.5,18.0,180.0
166.6,67.5,33.1,30.0,162.0
181.1,86.7,24.8,48.0,193.0
177.2,71.4,21.7,48.0,239.0
162.2,54.4,19.1,43.0,179.0
158.0,47.5,25.5,46.0,161.0
173.3,64.1,21.8,43.0,221.0
179.7,70.8,13.4,51.0,225.0
153.1,45.1,22.4,26.0,140.0
171.3,65.3,19.3,34.0,164.0
155.8,69.0,38.8,24.0,123.0
163.6,54.1,26.6,13.0,105.0
163.7,65.0,31.4,13.0,140.0
155.9,55.1,28.9,26.0,160.0
158.7,56.0,31.8,18.0,145.0
164.7,67.5,15.2,45.0,231.0
166.7,55.7,17.1,35.0,180.0
177.4,70.6,18.1,53.0,226.0
166.2,76.28,27.2,38.0,187.0
174.8,72.4,11.6,52.0,259.0
180.8,76.3,11.9,56.0,242.0
156.8,68.4,39.4,16.0,133.0
156.0,60.4,43.5,7.0,141.0
167.2,71.0,23.0,26.0,201.0
171.5,80.5,21.5,53.0,220.0
182.7,78.3,13.7,48.0,247.0
163.0,68.4,35.7,10.0,137.0
171.0,75.4,26.7,43.0,220.0
163.5,51.7,22.3,59.0,192.0
168.0,74.9,20.9,29.0,211.0
180.4,73.9,26.2,53.0,157.0
175.0,73.6,15.8,39.0,246.0
181.8,87.3,18.2,37.0,129.0
167.0,63.0,9.8,49.0,228.0
166.8,60.2,28.3,29.0,151.0
168.2,67.7,20.9,31.0,181.0
176.9,74.18,19.5,35.0,176.0
171.5,70.7,11.1,61.0,236.0
167.8,61.74,16.1,49.0,231.0
173.0,71.3,18.3,33.0,149.0
166.0,63.3,21.0,38.0,220.0
162.1,55.0,27.4,25.0,146.0
164.3,59.4,8.8,40.0,201.0
150.0,53.0,34.9,22.0,130.0
152.6,47.6,20.9,46.0,168.0
163.8,58.2,23.1,41.0,175.0
168.9,70.7,17.3,71.0,235.0
169.0,66.1,19.3,59.0,231.0
179.0,64.2,18.0,42.0,189.0
170.3,89.1,26.1,47.0,211.0
161.0,60.9,27.1,16.0,146.0
166.7,70.4,29.9,25.0,213.0
183.8,76.8,16.9,40.0,217.0
156.2,49.8,23.7,41.0,128.0
178.3,74.32,15.4,51.0,230.0
165.4,65.9,15.7522,50.0,184.0
177.1,77.9,18.4,42.0,239.0
162.3,49.4,26.1,40.0,165.0
171.5,70.7,22.2,66.0,228.0
167.7,64.5,13.3,51.0,269.0
169.0,65.1,20.2,51.0,234.0
177.4,71.2,11.5,60.0,283.0
166.9,71.5,17.8,58.0,201.0
162.6,55.0,26.6,26.0,163.0
170.2,70.0,11.3,57.0,221.0
174.1,64.3,13.0,27.0,172.0
174.2,77.9,20.3,41.0,223.0
168.8,74.7,24.2,34.0,178.0
172.5,76.8,22.7,43.0,214.0
157.4,52.1,15.2,44.0,197.0
175.9,77.4,24.9,15.0,208.0
180.2,77.6,16.5,30.0,190.0
179.0,69.0,13.2,41.0,207.0
170.6,60.02,17.1,47.0,191.0
154.5,52.6,30.9,20.0,138.0
161.3,52.4,25.3,14.0,159.0
156.7,60.6,35.5,32.0,153.0
162.6,57.0,21.9,27.0,154.0
169.4,58.1,22.4,35.0,196.0
154.0,55.1,34.1,36.0,93.0
178.6,74.5,13.5,34.0,225.0
165.3,65.0,19.4,46.0,223.0
164.6,62.3,35.0,20.0,136.0
157.9,55.6,31.1,54.0,175.0
158.1,54.0,24.5,52.0,168.0
171.5,73.2,17.4,53.0,252.0
157.2,47.9,22.7,40.0,157.0
157.0,54.0,31.4,46.0,156.0
180.2,80.3,24.7,53.0,239.0
160.0,62.2,21.9,44.0,164.0
179.9,75.1,16.5,56.0,240.0
170.1,67.4,15.0,62.0,204.0
176.9,66.7,14.2,22.0,183.0
157.9,52.2,34.1,25.0,100.0
179.0,70.2,19.0,24.0,254.0
173.3,75.6,26.3,45.0,211.0
166.7,62.7,23.4,19.0,173.0
167.2,67.4,23.6,42.0,187.0
152.6,47.5,33.6,24.0,137.0
177.4,76.7,21.0,27.0,177.0
168.0,72.8,25.9,40.0,172.0
162.7,69.1,35.1,16.0,136.0
152.6,57.3,34.3,13.0,124.0
169.0,60.0,32.7,17.0,143.0
164.6,57.2,18.6,25.0,184.0
163.3,51.34,30.5,24.0,139.0
177.1,72.9,17.4,54.0,222.0
160.1,51.8,18.1,37.0,180.0
155.7,44.7,19.0,35.0,184.0
163.5,50.3,28.7,25.0,147.0
166.9,64.8,26.8,44.0,171.0
172.2,65.1,17.1,30.0,203.0
154.0,53.3,38.3,11.0,160.0
162.7,64.1,20.2,33.0,176.0
175.4,79.3,25.9,39.0,229.0
161.4,48.16,22.4,46.0,161.0
166.3,69.9,24.6,32.0,204.0
161.0,55.1,26.6,41.0,117.0
169.4,72.9,24.9,32.0,193.0
166.2,60.3,28.5,30.0,161.0
153.5,46.3,20.0,28.0,145.0
161.5,52.1,33.2,10.0,121.0
167.0,62.2,24.5,25.0,121.0
175.5,66.0,13.2,44.0,216.0
164.7,62.5,31.4,41.0,165.0
159.5,54.8,27.4,46.0,164.0
172.1,84.62,28.0,42.0,206.0
170.1,62.6,12.5,56.0,237.0
162.0,60.4,31.9,42.0,175.0
177.2,77.2,23.2,39.0,223.0
171.7,83.5,20.2,39.0,202.0
149.0,47.6,29.0,24.0,127.0
168.7,70.1,26.1,32.0,213.0
177.1,74.9,17.0,50.0,240.0
164.0,61.0,23.5,39.0,182.0
181.7,81.9,18.2,47.0,215.0
179.7,84.4,18.0,38.0,199.0
166.0,60.4,29.1,47.0,169.0
168.6,81.5,23.9,45.0,223.0
170.4,76.3,27.7,52.0,229.0
174.3,74.4,15.7,41.0,232.0
163.9,55.1,26.0,33.0,183.0
165.6,55.2,13.3,40.0,190.0
179.7,79.3,13.7,53.0,252.0
162.0,53.8,27.9,19.0,153.0
177.6,69.6,12.0,50.0,227.0
153.0,49.0,20.9,0.0,90.0
163.2,64.8,28.7,29.0,158.0
170.7,64.4,9.485012,38.0,192.0
165.8,59.84,28.4,30.0,144.0
177.9,75.5,14.9,46.0,237.0
154.0,54.5,23.0,28.0,120.0
176.7,78.7,17.3,56.0,246.0
155.3,54.7,34.3,3.0,154.0
159.3,54.4,28.6,29.0,141.0
167.9,82.9,22.3,45.0,232.0
175.5,81.5,22.4,38.0,186.0
179.5,73.3,19.6,43.0,225.0
157.3,57.9,29.8,42.0,199.0
157.9,59.0,31.8,34.0,123.0
170.7,75.1,17.3,44.0,240.0
152.9,47.1,22.5,29.0,158.0
175.8,71.3,14.5,48.0,234.0
167.9,62.1,26.7,39.0,154.0
161.2,70.6,38.5,24.0,165.0
154.7,58.8,33.8,50.0,193.0
161.0,51.86,29.9,36.0,148.0
184.8,89.4,16.1,58.0,241.0
160.0,48.9,22.1,44.0,200.0
168.2,71.6,17.7,51.0,214.0
174.0,69.9,22.6,44.0,206.0
174.7,71.7,13.9,60.0,234.0
174.4,71.8,22.1,30.0,173.0
170.8,67.4,22.7,21.0,181.0
180.0,81.7,15.1,56.0,221.0
172.7,72.8,28.9,59.0,165.0
172.2,73.4,24.9,48.0,239.0
165.5,75.4,23.8,36.0,171.0
161.5,58.1,29.5,26.0,156.0
159.0,56.5,23.5,52.0,170.0
169.5,69.1,17.2,47.0,236.0
178.6,64.1,15.5,58.0,228.0
171.9,70.1,22.9,44.0,198.0
155.1,59.9,29.5,54.0,177.0
160.7,49.3,24.7,38.0,160.0
162.1,69.3,24.9,30.0,190.0
175.4,67.7,12.9,58.0,240.0
161.3,63.7,27.8,41.0,171.0
161.8,61.7,33.6,16.0,134.0
155.4,49.9,24.17116,32.0,159.0
163.1,61.4,31.0,44.0,165.0
171.9,91.7,36.6,30.0,158.0
157.8,75.7,38.4,15.0,126.0
177.9,81.4,20.4,51.0,226.0
171.1,73.2,17.2,43.0,205.0
165.2,70.7,24.5,30.0,165.0
168.2,73.4,29.6,33.0,174.0
153.5,49.7,25.9,44.0,168.0
176.7,80.9,31.6,20.0,177.0
153.3,66.3,38.5,29.0,118.0
180.3,65.2,6.5,55.0,220.0
163.8,52.7,31.3,27.0,156.0
167.6,65.4,18.3,37.0,195.0
170.4,70.7,25.9,38.0,193.0
157.9,73.2,39.8,10.0,136.0
155.5,50.4,25.5,31.0,160.0
161.5,58.2,30.7,20.0,127.0
162.9,63.7,20.9,40.0,204.0
172.0,74.5,22.6,53.0,208.0
167.0,67.9,27.8,22.0,170.0
164.6,56.6,37.1,0.0,90.0
157.8,59.1,36.5,31.0,155.0
161.6,60.9,33.7,22.0,154.0
